,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,has_company,has_agent,had_previous_cancellation,has_special_requests,has_booking_changes,needs_parking,log_lead_time,total_nights,country_freq,hotel_Resort Hotel,meal_FB,meal_HB,meal_SC,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Other,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined,customer_type_Other,customer_type_Transient,customer_type_Transient-Party,season_Ete,season_Hiver,season_Printemps
37203,2.0246910836610166,2017,-0.3029121607403423,5,4,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.5770154725024277,0,1,0,1,0,1,1,0,1.2010762592394226,0.621643542544451,0.027998280255444985,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
56406,-0.9369822881607932,2016,0.725944209335058,5,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.9814571322119774,0,0,0,1,0,0,0,0,-1.3903407175006453,-0.5604224810177207,0.0011325147069618196,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
14064,-0.787024142752094,2016,-1.1112993086567282,16,2,1,0,0,0,0,0,0.0,2,-0.13252631888727007,-1.47874042439404,1,0,0,1,0,0,1,1,-0.4968040685296593,-0.5604224810177207,0.0040581776999465205,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
97426,-0.9369822881607932,2016,0.7994339500547295,13,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,1.516654346432964,0,1,0,1,0,1,0,0,-1.3903407175006453,-0.1664004731636635,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
115826,-0.40275639514230216,2017,-0.00895319786165646,3,6,1,1,0,0,0,0,1.0,2,-0.13252631888727007,-0.14856581327993915,0,0,0,1,0,0,1,0,0.17727013023625113,2.19773157396068,0.005295554879775175,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
105226,-0.974471824512968,2017,-1.6257274936944284,2,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.18609425058409867,0,0,0,1,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
113978,-0.6839279177836133,2017,-0.22942242002067081,13,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.7938149456911794,0,2,0,1,0,1,0,0,-0.2345410021713492,-0.5604224810177207,0.019787548629971792,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
19930,-0.8994927518086184,2016,-1.8461967158534427,8,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.1243051831880884,0,1,0,1,0,1,0,0,-1.024363022381547,-0.5604224810177207,0.002055304468189969,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
104682,-0.4589906996705644,2017,-1.7727069751337712,16,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6239260191326271,0,1,0,1,0,1,0,0,0.11389646409027386,0.22762153469039376,0.07105481161456749,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
94315,-0.9276099040727495,2017,0.43198524645637226,16,2,1,0,0,1,1,7,0.0,0,-0.13252631888727007,-0.7281716783108483,1,2,1,0,1,1,0,1,-1.2768205798209502,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3720,-0.32777732243795255,2015,1.9017800608498012,31,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,1.1061349405891294,0,2,0,0,0,1,0,0,0.252833883849982,-0.1664004731636635,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
50993,-0.8057689109281814,2016,-0.5233813828993567,13,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.6895692865129583,0,0,0,1,0,0,0,0,-0.5591197277124546,-0.954444488871778,0.0016463408240093118,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
30194,-0.974471824512968,2016,1.4608416165317726,15,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.2702491060375978,1,0,0,0,0,0,0,1,-2.3924362273196893,-0.954444488871778,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
108290,0.1127247297001015,2017,-1.1112993086567282,24,2,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.24864164609103132,0,0,0,1,0,0,1,0,0.5726692173636394,-0.5604224810177207,0.08782232102597444,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
90130,-0.8245136791042688,2016,-0.3029121607403423,29,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.18397783949858612,0,0,0,1,0,0,0,0,-0.6283729176986143,0.621643542544451,0.08782232102597444,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
83004,-0.6464383814314384,2016,-1.8461967158534427,8,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.9158138648316462,0,1,0,1,0,1,0,0,-0.16120493232221114,0.22762153469039376,0.019787548629971792,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
58725,1.3873689656740449,2016,1.0933929129334152,15,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.20169960155888358,0,0,0,1,0,0,0,0,1.0528565161248569,-0.5604224810177207,0.010758889716137286,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
39818,0.9374945294479473,2017,0.5054749871760437,26,1,2,2,0,0,0,0,2.0,1,-0.13252631888727007,1.6653086564211077,0,1,0,1,0,1,1,0,0.9218664603492112,-0.1664004731636635,0.07105481161456749,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
32033,-0.9369822881607932,2017,-1.8461967158534427,14,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.707322546475204,0,0,0,1,0,0,0,0,-1.3903407175006453,-0.954444488871778,0.40728584461478773,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
10135,-0.9557270563368806,2017,-1.4787480122550856,15,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.3953438970514631,0,0,1,0,0,0,0,0,-1.7083996248506181,-0.5604224810177207,0.40728584461478773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55261,-0.8713755995444873,2016,0.43198524645637226,9,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.0231553958832658,0,0,0,1,0,0,0,0,-0.8452415347912821,-0.1664004731636635,0.10131812128393612,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
110168,0.2720552591968444,2017,-0.8173403457780424,19,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.46022883632087197,0,0,0,1,0,0,0,0,0.6571397975925359,0.22762153469039376,0.007717878002999066,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
77432,-0.9557270563368806,2015,0.7994339500547295,14,3,2,0,0,0,0,0,0.0,1,-0.13252631888727007,0.8980606048694004,0,2,0,1,0,1,1,0,-1.7083996248506181,0.22762153469039376,0.00017826620387361976,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4972,1.0124736021522969,2016,-0.8173403457780424,11,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.5394870351982681,0,0,0,1,0,0,0,0,0.9457023641591643,1.4096875582525654,0.40728584461478773,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38873,1.5185823429066567,2017,0.21151602429735789,28,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5623895823155287,0,1,0,1,0,1,0,0,1.0863912251525554,0.22762153469039376,0.10131812128393612,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
72640,0.6000887022783741,2017,0.28500576501702934,1,6,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.5957481932525593,0,0,0,1,0,0,0,0,0.8016282521706836,1.803709566106623,0.019787548629971792,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
28701,2.61515128120777,2016,1.019903172213744,6,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.999210392174223,1,0,0,1,0,0,0,1,1.3126536903570578,-0.1664004731636635,0.10131812128393612,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
107867,-0.43087354740643324,2017,-1.1847890493763997,17,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.5613786236256946,0,0,0,1,0,0,0,0,0.1463892421743085,-0.1664004731636635,0.08782232102597444,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
43511,-0.7495346063999191,2015,0.7994339500547295,19,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.29492671876616144,0,2,0,1,0,1,0,0,-0.388245207681601,-0.5604224810177207,0.0016463408240093118,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
115196,-0.9088651358966621,2017,-0.08244293858132791,30,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.9328786550349261,0,2,0,1,0,1,0,0,-1.0976990922306853,-0.1664004731636635,0.10131812128393612,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
43502,-0.280915401997734,2015,0.7994339500547295,18,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.14749185878620877,0,0,0,1,0,0,0,0,0.29579139478747,-0.5604224810177207,0.40728584461478773,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
109645,0.0752351933479267,2017,-0.8908300864977139,12,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.0640953314436319,0,2,0,1,0,1,0,0,0.5510100962108896,-0.1664004731636635,0.03138533812904376,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
68041,0.7406744635990296,2017,-0.596871123619028,11,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.5853236273347373,0,0,0,1,0,0,0,0,0.8545754568969375,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
102902,-0.5058526201107829,2016,1.681310838690787,5,3,2,1,0,0,0,0,0.0,0,-0.13252631888727007,-0.42460831878386845,0,2,0,1,0,1,0,0,0.05566368477045675,0.22762153469039376,0.018392877740842885,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
75969,1.8466157859881864,2015,0.43198524645637226,14,2,2,0,0,0,1,0,0.0,0,-0.13252631888727007,-0.008876629981122848,0,0,0,1,1,0,0,0,1.1630866226461192,-0.5604224810177207,0.40728584461478773,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
215,-0.19656394520534068,2015,0.064536542858015,8,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.18293538290680397,0,1,0,1,0,1,0,0,0.3663540215296765,0.22762153469039376,0.40728584461478773,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
27712,1.6404233360512248,2016,0.6524544686153866,1,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.129593103309503,0,0,0,1,0,0,0,0,1.1159919739093176,1.4096875582525654,0.007717878002999066,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
18435,-0.9463546722488368,2016,-0.37640190146001373,23,0,1,0,0,1,0,1,0.0,0,-0.13252631888727007,-2.1250635112990106,0,0,1,0,0,0,0,0,-1.5292781372603534,-1.3484664967258353,0.40728584461478773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
91872,0.8250259203914229,2016,-0.08244293858132791,24,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.14439598691281025,0,0,0,1,0,0,0,0,0.8843091302532514,-0.5604224810177207,0.10131812128393612,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
118599,0.8625154567435978,2017,0.43198524645637226,19,2,2,1,0,0,0,0,0.0,2,-0.13252631888727007,0.6380719308789171,0,0,0,1,0,0,1,0,0.8970816180879371,0.22762153469039376,0.061449409099965394,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
40750,-0.974471824512968,2015,0.3584955057367008,6,2,1,0,0,0,0,0,0.0,2,-0.13252631888727007,-2.1250635112990106,0,0,1,0,0,0,1,0,-2.3924362273196893,-0.5604224810177207,0.40728584461478773,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
105611,-0.6558107655194821,2017,-1.5522377529747569,8,4,2,1,0,0,0,0,0.0,0,-0.13252631888727007,-0.033895588183895965,0,2,0,1,0,1,0,0,-0.1787451611796863,0.22762153469039376,0.10131812128393612,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1520,0.4220134046055437,2015,0.6524544686153866,2,2,2,0,0,0,0,0,4.0,0,-0.13252631888727007,1.1065519232258427,0,3,0,1,0,1,0,0,0.7273704398171381,-0.5604224810177207,0.40728584461478773,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
66599,2.708875122088207,2017,-0.8173403457780424,22,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.24864164609103132,0,0,0,1,0,0,0,0,1.3286606631176052,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
30240,-0.7776517586640502,2016,1.4608416165317726,14,3,2,0,0,0,0,0,3.0,1,-0.13252631888727007,-0.7490208101464925,0,0,0,1,0,0,1,0,-0.4678389879730977,0.22762153469039376,0.019787548629971792,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
85219,-0.815141295016225,2016,-1.1847890493763997,9,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.29033990976231977,0,1,0,1,0,1,0,0,-0.5927839773518792,-0.5604224810177207,0.08782232102597444,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
105661,-0.7401622223118755,2017,-1.5522377529747569,11,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.5613786236256946,0,0,0,1,0,0,0,0,-0.3638249425448348,-0.5604224810177207,0.08782232102597444,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
105923,-0.14970202476512218,2017,-1.4787480122550856,12,4,3,0,0,0,0,0,3.0,2,-0.13252631888727007,0.6307747347364417,0,2,0,1,0,1,1,0,0.4023546226834841,1.0156655503985081,0.0035653240774723947,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
63677,-0.3840116269662147,2017,-1.4787480122550856,17,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.4738122699159888,0,2,0,1,0,1,0,0,0.19703804285831855,-0.5604224810177207,0.010758889716137286,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
31337,-0.974471824512968,2016,1.8282903201301297,23,1,1,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.9575121285029347,0,1,0,1,0,1,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
119313,1.0031012180642533,2017,0.5789647278957152,31,3,3,0,0,0,0,0,3.0,0,-0.13252631888727007,1.2524958460753521,0,1,0,1,0,1,0,0,0.942772302525934,-0.1664004731636635,0.0035653240774723947,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
40106,-0.2621706338216466,2015,0.064536542858015,7,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.5301049258722282,0,1,0,1,0,1,0,0,0.31217752331819315,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
61995,1.1624317475609962,2016,1.9017800608498012,29,4,2,2,0,0,0,0,5.0,0,-0.13252631888727007,0.7143797533973749,0,1,0,1,0,1,0,0,0.9907998573401459,1.0156655503985081,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
19506,-0.9650994404249243,2015,1.8282903201301297,21,2,2,1,0,0,0,0,0.0,1,-0.13252631888727007,-1.0060906056799857,0,1,0,1,0,1,1,0,-1.9608571822900212,-0.1664004731636635,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
16745,-0.7401622223118755,2015,0.725944209335058,7,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.059925505076503,0,1,0,1,0,1,0,0,-0.3638249425448348,-0.1664004731636635,0.0017826620387361974,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
37259,1.7435195610197056,2017,-0.37640190146001373,29,10,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.0419511124372935,0,0,0,1,0,0,0,0,1.1399844568595445,4.167841613230967,0.10131812128393612,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
115882,0.7219296954229422,2017,-0.00895319786165646,7,3,2,0,0,0,0,0,0.0,2,-0.13252631888727007,-0.3189032203771524,0,2,0,1,0,1,1,0,0.8477706137761238,0.621643542544451,0.10131812128393612,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
116759,0.4969924773098933,2017,0.21151602429735789,23,0,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.3612269580035102,0,1,0,1,0,1,1,0,0.759722493084659,-0.954444488871778,0.018392877740842885,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
103824,-0.7963965268401376,2016,1.9017800608498012,28,4,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.6134699553128569,0,1,0,1,0,1,0,0,-0.5271826274413091,0.22762153469039376,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
43257,-0.44961831558252063,2015,0.7994339500547295,17,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.41543470077618505,0,0,0,1,0,0,0,0,0.12491687475661671,-0.5604224810177207,0.08782232102597444,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
63,-0.10284010432490366,2015,-0.00895319786165646,2,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8960071895877841,0,0,0,1,0,0,0,0,0.43638696984945363,-0.1664004731636635,0.027998280255444985,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
30280,-0.5902040769031762,2016,1.4608416165317726,16,3,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.8061474313761576,0,0,0,1,0,0,1,0,-0.06522502349999126,-0.1664004731636635,0.0005347986116208593,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
54227,0.8343983044794666,2016,0.064536542858015,9,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6564506647962322,0,1,0,1,0,1,0,0,0.8875268994201413,-0.1664004731636635,0.00853580529136038,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3370,0.4220134046055437,2015,1.6078210979711154,5,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.707322546475204,0,0,0,1,0,0,0,0,0.7273704398171381,-0.1664004731636635,0.40728584461478773,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
21692,-0.9650994404249243,2016,-1.1847890493763997,7,0,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.291098237873242,0,0,0,1,0,0,0,0,-1.9608571822900212,-0.954444488871778,0.07105481161456749,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
109966,-0.9369822881607932,2017,-0.8173403457780424,16,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.4192889007605058,0,1,0,1,0,1,0,0,-1.3903407175006453,0.22762153469039376,0.061449409099965394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
27858,0.3564067159892378,2016,0.725944209335058,10,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.0231553958832658,1,1,0,1,0,1,0,1,0.6976142067424204,-0.1664004731636635,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
75353,1.9403396268686235,2015,0.5789647278957152,24,1,1,0,0,0,1,0,0.0,0,-0.13252631888727007,-0.8741156011603578,0,0,0,1,1,0,0,0,1.1833697499835722,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
63223,0.009628504731620774,2017,-1.6257274936944284,2,3,2,1,0,0,0,0,0.0,0,-0.13252631888727007,0.20169960155888358,0,0,0,1,0,0,0,0,0.511193257496266,-0.1664004731636635,0.10131812128393612,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
47379,-0.5714593087270888,2016,-1.405258271535414,18,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.11729211552647283,0,1,0,1,0,1,0,0,-0.03625994294342994,-0.1664004731636635,0.017784675398215242,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
5040,-0.8807479836325309,2016,-0.8173403457780424,15,2,2,0,0,0,0,0,3.0,2,-0.13252631888727007,-0.5613786236256946,0,0,0,1,0,0,1,0,-0.8994180330027658,-0.5604224810177207,0.07105481161456749,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
46385,0.4126410205175,2015,1.9017800608498012,30,4,2,0,0,0,0,0,0.0,0,4.358264061349195,-0.7281716783108483,0,0,0,1,0,0,0,0,0.7232056286496117,0.621643542544451,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
49822,1.509209958818613,2016,-0.743850605058371,20,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.019301195898944957,0,0,0,1,0,0,0,0,1.0840548736381723,0.22762153469039376,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
98737,0.5813439341022867,2016,0.9464134314940724,30,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.014057415038085668,0,2,0,1,0,1,0,0,0.7942158200077228,0.22762153469039376,0.019787548629971792,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7747,-0.6464383814314384,2016,0.5789647278957152,24,4,2,0,0,0,0,0,3.0,0,-0.13252631888727007,1.2107975824040638,0,0,0,1,0,0,0,0,-0.16120493232221114,0.22762153469039376,0.40728584461478773,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
69970,0.4126410205175,2017,-0.3029121607403423,8,3,2,0,0,0,0,0,4.0,0,-0.13252631888727007,1.627780219116948,0,0,0,1,0,0,0,0,0.7232056286496117,-0.1664004731636635,0.027998280255444985,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
21758,-0.9463546722488368,2016,-1.1847890493763997,8,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.4995895562296842,0,1,1,0,0,1,0,0,-1.5292781372603534,-0.5604224810177207,0.40728584461478773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
76846,0.9374945294479473,2015,0.43198524645637226,12,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.5301049258722282,0,3,0,1,0,1,0,0,0.9218664603492112,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
66183,-0.15907440885316587,2017,-0.8908300864977139,15,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.14439598691281025,0,0,0,1,0,0,0,0,0.3953191020862384,0.22762153469039376,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
55199,1.0312183703283844,2016,0.43198524645637226,7,2,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.22883497084716925,0,1,0,1,0,1,1,0,0.9515214434118319,0.22762153469039376,0.017784675398215242,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
62819,-0.42150116331838955,2017,-1.6992172344140999,23,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.4571329644474735,0,0,0,1,0,0,0,0,0.15685397502776185,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
8331,2.6338960493838575,2016,0.8729236907744009,21,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.7490208101464925,0,0,0,0,0,0,0,0,1.3158881752829195,0.22762153469039376,0.40728584461478773,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12271,1.3967413497620886,2017,-0.15593267930099936,21,5,2,0,1,0,0,0,4.0,1,-0.13252631888727007,0.10787850829848464,0,2,0,1,0,1,1,0,1.0553126808405746,1.4096875582525654,0.004142067678239989,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
47134,-0.9650994404249243,2016,-1.4787480122550856,9,3,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.47798209628311766,0,0,0,0,0,0,0,0,-1.9608571822900212,-0.1664004731636635,0.40728584461478773,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
32206,-0.5995764609912199,2017,-1.7727069751337712,16,2,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.9783612603385788,0,0,0,0,0,0,1,0,-0.08022904946983313,-0.1664004731636635,0.40728584461478773,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
65365,0.5438543977501118,2017,-1.0378095679370567,1,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.0818485914058776,0,0,0,1,0,0,0,0,0.779120851665994,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
77417,-0.7963965268401376,2015,1.019903172213744,6,3,1,0,0,1,0,0,0.0,0,-0.13252631888727007,-0.4571329644474735,0,0,0,1,0,0,0,0,-0.5271826274413091,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
49894,1.5560718792588315,2016,-0.743850605058371,20,4,2,0,0,0,0,0,0.0,0,10.497572429267402,-0.4571329644474735,0,0,0,1,0,0,0,0,1.0956499377352615,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
78095,-0.8245136791042688,2015,0.9464134314940724,1,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.10579359511492033,0,0,0,1,0,0,0,0,-0.6283729176986143,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
31361,-0.8807479836325309,2016,1.8282903201301297,23,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.9664772551922616,0,1,0,1,0,1,0,0,-0.8994180330027658,-0.1664004731636635,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3152,-0.6089488450792636,2015,1.4608416165317726,20,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.365112655889779,0,1,0,1,0,1,0,0,-0.09560358241164106,-0.5604224810177207,0.018392877740842885,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
97609,-0.374639242878171,2016,0.7994339500547295,16,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.9897967849462351,0,1,0,1,0,1,0,0,0.20669152224454115,-0.5604224810177207,0.07105481161456749,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
